date,open,high,low,close,year,month,day,day_name
2003-11-05,1.1486,1.15,1.1416,1.1440000000000001,2003.0,11.0,5.0,Wednesday
2003-11-06,1.1440000000000001,1.1467,1.1391,1.1415,2003.0,11.0,6.0,Thursday
2003-11-07,1.1414,1.1546,1.1379,1.1523,2003.0,11.0,7.0,Friday
2003-11-10,1.1523,1.1538,1.1447,1.1482,2003.0,11.0,10.0,Monday
2003-11-11,1.1483,1.1586,1.1459,1.1577,2003.0,11.0,11.0,Tuesday
2003-11-12,1.1576,1.1662,1.1559,1.1658,2003.0,11.0,12.0,Wednesday
2003-11-13,1.1658,1.1794,1.1643,1.1789,2003.0,11.0,13.0,Thursday
2003-11-14,1.1789,1.1851,1.1735,1.1796,2003.0,11.0,14.0,Friday
2003-11-17,1.1796,1.1840000000000002,1.173,1.1778,2003.0,11.0,17.0,Monday
2003-11-18,1.1778,1.1982,1.1738,1.196,2003.0,11.0,18.0,Tuesday
2003-11-19,1.1959,1.1974,1.1878,1.1912,2003.0,11.0,19.0,Wednesday
2003-11-20,1.1913,1.197,1.188,1.1885,2003.0,11.0,20.0,Thursday
2003-11-21,1.1885,1.194,1.1859,1.1915,2003.0,11.0,21.0,Friday
2003-11-24,1.1915,1.1918,1.1763,1.1799,2003.0,11.0,24.0,Monday
2003-11-25,1.1799,1.1822,1.1755,1.1811,2003.0,11.0,25.0,Tuesday
2003-11-26,1.1811,1.1951,1.1797,1.1934,2003.0,11.0,26.0,Wednesday
2003-11-27,1.1934,1.194,1.189,1.1917,2003.0,11.0,27.0,Thursday
2003-11-28,1.1917,1.204,1.1915,1.202,2003.0,11.0,28.0,Friday
2003-12-01,1.202,1.2044,1.194,1.1987,2003.0,12.0,1.0,Monday
2003-12-02,1.1987,1.2118,1.1946,1.209,2003.0,12.0,2.0,Tuesday
2003-12-03,1.209,1.2131,1.2049,1.2054,2003.0,12.0,3.0,Wednesday
2003-12-04,1.2054,1.2159,1.203,1.2086,2003.0,12.0,4.0,Thursday
2003-12-05,1.2086,1.2186,1.2066,1.2157,2003.0,12.0,5.0,Friday
2003-12-08,1.2157,1.2242,1.2154,1.2223,2003.0,12.0,8.0,Monday
2003-12-09,1.2223,1.2277,1.2189,1.222,2003.0,12.0,9.0,Tuesday
2003-12-10,1.2219,1.227,1.2154,1.2188,2003.0,12.0,10.0,Wednesday
2003-12-11,1.2189,1.2239,1.2117,1.2227,2003.0,12.0,11.0,Thursday
2003-12-12,1.2227,1.2308,1.2137,1.2207,2003.0,12.0,12.0,Friday
2003-12-15,1.2207,1.2355,1.2188,1.2345,2003.0,12.0,15.0,Monday
2003-12-16,1.2345,1.2363,1.2304,1.2326,2003.0,12.0,16.0,Tuesday
2003-12-17,1.2325,1.2423,1.2298,1.2412,2003.0,12.0,17.0,Wednesday
2003-12-18,1.2411,1.2439,1.2363,1.2416,2003.0,12.0,18.0,Thursday
2003-12-19,1.2416,1.2434,1.2347,1.2399,2003.0,12.0,19.0,Friday
2003-12-22,1.2399,1.245,1.2389,1.2401,2003.0,12.0,22.0,Monday
2003-12-23,1.2401,1.2429,1.2389,1.2404,2003.0,12.0,23.0,Tuesday
2003-12-24,1.2405,1.2472,1.2401,1.2453,2003.0,12.0,24.0,Wednesday
2003-12-26,1.2451,1.2463,1.2428,1.2458,2003.0,12.0,26.0,Friday
2003-12-29,1.2458,1.2511,1.2452,1.2497,2003.0,12.0,29.0,Monday
2003-12-30,1.2497,1.2579,1.2492,1.2578,2003.0,12.0,30.0,Tuesday
2003-12-31,1.2578,1.2648,1.2517,1.2585,2003.0,12.0,31.0,Wednesday
2004-01-01,1.2590000000000001,1.2596,1.2526,1.2567,2004.0,1.0,1.0,Thursday
2004-01-02,1.2566,1.2675,1.2556,1.2666,2004.0,1.0,2.0,Friday
2004-01-05,1.2665,1.2699,1.2635,1.268,2004.0,1.0,5.0,Monday
2004-01-06,1.268,1.2812,1.268,1.2725,2004.0,1.0,6.0,Tuesday
2004-01-07,1.2725,1.2745,1.2586,1.2595,2004.0,1.0,7.0,Wednesday
2004-01-08,1.2595,1.2787,1.2562,1.2754,2004.0,1.0,8.0,Thursday
2004-01-09,1.2754,1.287,1.2705,1.2847,2004.0,1.0,9.0,Friday
2004-01-12,1.2847,1.29,1.2717,1.2767,2004.0,1.0,12.0,Monday
2004-01-13,1.2767,1.2798,1.2718,1.2737,2004.0,1.0,13.0,Tuesday
2004-01-14,1.2737,1.2747,1.2633,1.2654,2004.0,1.0,14.0,Wednesday
2004-01-15,1.2654,1.2675,1.2562,1.2583,2004.0,1.0,15.0,Thursday
2004-01-16,1.2583,1.26,1.2353,1.2383,2004.0,1.0,16.0,Friday
2004-01-19,1.2383,1.2427,1.2336,1.2377,2004.0,1.0,19.0,Monday
2004-01-20,1.2377,1.263,1.2377,1.2627,2004.0,1.0,20.0,Tuesday
2004-01-21,1.2627,1.2685,1.255,1.2677,2004.0,1.0,21.0,Wednesday
2004-01-22,1.2677,1.2754,1.2638,1.2707,2004.0,1.0,22.0,Thursday
2004-01-23,1.2707,1.2779,1.2563,1.2587,2004.0,1.0,23.0,Friday
2004-01-26,1.2587,1.2691,1.2454,1.2464,2004.0,1.0,26.0,Monday
2004-01-27,1.2464,1.2711,1.2442,1.2597,2004.0,1.0,27.0,Tuesday
2004-01-28,1.2597,1.271,1.2412,1.2461,2004.0,1.0,28.0,Wednesday
2004-01-29,1.2461,1.2562,1.2365,1.2418,2004.0,1.0,29.0,Thursday
2004-01-30,1.2419,1.2494,1.2353,1.2456,2004.0,2.0,30.0,Friday
2004-02-02,1.2456,1.2481,1.2394,1.2469,2004.0,2.0,2.0,Monday
2004-02-03,1.2469,1.2601,1.2467,1.2534,2004.0,2.0,3.0,Tuesday
2004-02-04,1.2535,1.2564,1.2496,1.2532,2004.0,2.0,4.0,Wednesday
2004-02-05,1.2533,1.2638,1.2531,1.2559,2004.0,2.0,5.0,Thursday
2004-02-06,1.2559,1.274,1.2515,1.2739,2004.0,2.0,6.0,Friday
2004-02-09,1.274,1.2766,1.2656,1.2746,2004.0,2.0,9.0,Monday
2004-02-10,1.2745,1.2792,1.2670000000000001,1.2706,2004.0,2.0,10.0,Tuesday
2004-02-11,1.2705,1.285,1.2651,1.2830000000000001,2004.0,2.0,11.0,Wednesday
2004-02-12,1.2831,1.2839,1.2791,1.2815,2004.0,2.0,12.0,Thursday
2004-02-13,1.2814,1.2895,1.2717,1.2734,2004.0,2.0,13.0,Friday
2004-02-16,1.2735,1.2791,1.2725,1.2770000000000001,2004.0,2.0,16.0,Monday
2004-02-17,1.2771,1.2879,1.2762,1.2861,2004.0,2.0,17.0,Tuesday
2004-02-18,1.2861,1.2931,1.2662,1.2737,2004.0,2.0,18.0,Wednesday
2004-02-19,1.2736,1.2770000000000001,1.265,1.2724,2004.0,2.0,19.0,Thursday
2004-02-20,1.2724,1.2726,1.2454,1.2507,2004.0,2.0,20.0,Friday
2004-02-23,1.2508,1.2598,1.2491,1.2531,2004.0,2.0,23.0,Monday
2004-02-24,1.2532,1.2714,1.2528,1.2679,2004.0,2.0,24.0,Tuesday
2004-02-25,1.268,1.2709,1.2479,1.2513,2004.0,2.0,25.0,Wednesday
2004-02-26,1.2513,1.2516,1.2386,1.2439,2004.0,2.0,26.0,Thursday
2004-02-27,1.2439,1.2541,1.2374,1.2505,2004.0,2.0,27.0,Friday
2004-03-01,1.2504,1.2543,1.2429,1.2439,2004.0,3.0,1.0,Monday
2004-03-02,1.244,1.2447,1.2151,1.2179,2004.0,3.0,2.0,Tuesday
2004-03-03,1.2179,1.222,1.2058,1.2173,2004.0,3.0,3.0,Wednesday
2004-03-04,1.2174,1.2245,1.2138,1.2199,2004.0,3.0,4.0,Thursday
2004-03-05,1.2199,1.2435,1.2176,1.2376,2004.0,3.0,5.0,Friday
2004-03-08,1.2376,1.249,1.2344,1.2441,2004.0,3.0,8.0,Monday
2004-03-09,1.244,1.2455,1.2273,1.2315,2004.0,3.0,9.0,Tuesday
2004-03-10,1.2316,1.2338,1.2181,1.2191,2004.0,3.0,10.0,Wednesday
2004-03-11,1.219,1.2386,1.2162,1.2283,2004.0,3.0,11.0,Thursday
2004-03-12,1.2284,1.2305,1.2172,1.2225,2004.0,3.0,12.0,Friday
2004-03-15,1.2226,1.2316,1.2211,1.2261,2004.0,3.0,15.0,Monday
2004-03-16,1.2262,1.237,1.2228,1.2272,2004.0,3.0,16.0,Tuesday
2004-03-17,1.2272,1.2279,1.2176,1.2271,2004.0,3.0,17.0,Wednesday
2004-03-18,1.2272,1.2436,1.224,1.2396,2004.0,3.0,18.0,Thursday
2004-03-19,1.2396,1.2406,1.2221,1.2245,2004.0,3.0,19.0,Friday
2004-03-22,1.2244,1.2397,1.2244,1.2349,2004.0,3.0,22.0,Monday
2004-03-23,1.2349,1.2369,1.2265,1.2318,2004.0,3.0,23.0,Tuesday
2004-03-24,1.2318,1.2335,1.2104,1.2125,2004.0,3.0,24.0,Wednesday
2004-03-25,1.2125,1.2198,1.2096,1.2143,2004.0,3.0,25.0,Thursday
2004-03-26,1.2143,1.2209999999999999,1.2069,1.2101,2004.0,3.0,26.0,Friday
2004-03-29,1.21,1.2211,1.2051,1.2184,2004.0,3.0,29.0,Monday
2004-03-30,1.2184,1.2252,1.2162,1.2226,2004.0,3.0,30.0,Tuesday
2004-03-31,1.2227,1.2326,1.2212,1.2281,2004.0,3.0,31.0,Wednesday
2004-04-01,1.228,1.2391,1.2256,1.2364,2004.0,4.0,1.0,Thursday
2004-04-02,1.2365,1.2365,1.209,1.2109,2004.0,4.0,2.0,Friday
2004-04-05,1.2109999999999999,1.2131,1.1988,1.1991,2004.0,4.0,5.0,Monday
2004-04-06,1.199,1.2146,1.1985,1.209,2004.0,4.0,6.0,Tuesday
2004-04-07,1.2091,1.2198,1.2052,1.2197,2004.0,4.0,7.0,Wednesday
2004-04-08,1.2196,1.2221,1.2065,1.2071,2004.0,4.0,8.0,Thursday
2004-04-09,1.207,1.2109999999999999,1.2063,1.2073,2004.0,4.0,9.0,Friday
2004-04-12,1.2074,1.21,1.2057,1.2066,2004.0,4.0,12.0,Monday
2004-04-13,1.2066,1.2079,1.1908,1.1928,2004.0,4.0,13.0,Tuesday
2004-04-14,1.1928,1.1975,1.1871,1.1931,2004.0,4.0,14.0,Wednesday
2004-04-15,1.1931,1.2006,1.1897,1.1986,2004.0,4.0,15.0,Thursday
2004-04-16,1.1986,1.2049,1.1926,1.2036,2004.0,4.0,16.0,Friday
2004-04-19,1.2035,1.2082,1.1962,1.1965,2004.0,4.0,19.0,Monday
2004-04-20,1.1965,1.1977,1.1823,1.1834,2004.0,4.0,20.0,Tuesday
2004-04-21,1.1833,1.1919,1.1783,1.1852,2004.0,4.0,21.0,Wednesday
2004-04-22,1.1852,1.1945,1.1799,1.19,2004.0,4.0,22.0,Thursday
2004-04-23,1.1899,1.1932,1.1763,1.1777,2004.0,4.0,23.0,Friday
2004-04-26,1.1778,1.1887,1.1776,1.1846,2004.0,4.0,26.0,Monday
2004-04-27,1.1845,1.1949,1.1836,1.1931,2004.0,4.0,27.0,Tuesday
2004-04-28,1.1931,1.1956,1.1815,1.1834,2004.0,4.0,28.0,Wednesday
2004-04-29,1.1834,1.1985,1.1807,1.1973,2004.0,4.0,29.0,Thursday
2004-04-30,1.1972,1.2016,1.1923,1.1972,2004.0,5.0,30.0,Friday
2004-05-03,1.1971,1.1987,1.1922,1.1953,2004.0,5.0,3.0,Monday
2004-05-04,1.1952,1.2141,1.1943,1.2133,2004.0,5.0,4.0,Tuesday
2004-05-05,1.2121,1.2182,1.2108,1.2148,2004.0,5.0,5.0,Wednesday
2004-05-06,1.2148,1.2177,1.2033,1.2056,2004.0,5.0,6.0,Thursday
2004-05-07,1.2057,1.2139,1.1835,1.1841,2004.0,5.0,7.0,Friday
2004-05-10,1.1842,1.1879,1.1815,1.1869,2004.0,5.0,10.0,Monday
2004-05-11,1.1868,1.1892,1.1792,1.1856,2004.0,5.0,11.0,Tuesday
2004-05-12,1.1855,1.1943,1.1849,1.1918,2004.0,5.0,12.0,Wednesday
2004-05-13,1.1917,1.1924,1.1776,1.1818,2004.0,5.0,13.0,Thursday
2004-05-14,1.1818,1.1977,1.1784,1.1966,2004.0,5.0,14.0,Friday
2004-05-17,1.1966,1.2062,1.1956,1.2003,2004.0,5.0,17.0,Monday
2004-05-18,1.2004,1.2028,1.1932,1.1966,2004.0,5.0,18.0,Tuesday
2004-05-19,1.1965,1.2045,1.1963,1.1989,2004.0,5.0,19.0,Wednesday
2004-05-20,1.1989,1.1991,1.1896,1.1975,2004.0,5.0,20.0,Thursday
2004-05-21,1.1975,1.2072,1.1941,1.1957,2004.0,5.0,21.0,Friday
2004-05-24,1.1958,1.2025,1.1935,1.2019,2004.0,5.0,24.0,Monday
2004-05-25,1.202,1.213,1.2015,1.2095,2004.0,5.0,25.0,Tuesday
2004-05-26,1.2095,1.2155,1.2079,1.2146,2004.0,5.0,26.0,Wednesday
2004-05-27,1.2145,1.229,1.2132,1.2271,2004.0,5.0,27.0,Thursday
2004-05-28,1.2271,1.2298,1.2186,1.2209999999999999,2004.0,5.0,28.0,Friday
2004-05-31,1.2209,1.2234,1.2158,1.2197,2004.0,5.0,31.0,Monday
2004-06-01,1.2197,1.2275,1.2185,1.2267,2004.0,6.0,1.0,Tuesday
2004-06-02,1.2268,1.2309,1.218,1.2184,2004.0,6.0,2.0,Wednesday
2004-06-03,1.2183,1.2254,1.2172,1.2216,2004.0,6.0,3.0,Thursday
